RecipeId,Title,Description,ImageUrl,Cooktime,Serving
205,Tôm sú sốt bơ tỏi,,https://img-global.cpcdn.com/recipes/6d2a2084a79bfadc/300x426f0.5_0.5_1.0q80/tom-su-s%E1%BB%91t-b%C6%A1-t%E1%BB%8Fi-recipe-main-photo.jpg,30 phút,2 người
206,Thịt Luộc Bossam (보쌈) - Ẩm thực Hàn Quốc,"Bossam (보쌈) là món thịt heo luộc ăn kèm kimchi, rau sống và nước chấm, rất đặc trưng trong ẩm thực Hàn Quốc. Tên gọi “bossam” nghĩa là “cuốn lại”, vì thịt thường được cuốn cùng kimchi và rau thành từng miếng nhỏ vừa...",https://img-global.cpcdn.com/recipes/d6a0f3a1dc2cacac/300x426f0.495525_0.545337_1.23064q80/th%E1%BB%8Bt-lu%E1%BB%99c-bossam-%EB%B3%B4%EC%8C%88-%E1%BA%A9m-th%E1%BB%B1c-han-qu%E1%BB%91c-recipe-main-photo.jpg,,2 phần ăn
207,Nấm Tuyết Trộn Chà Bông Nấm Chay,"ngay 3 Nấm trộn giống như gỏi ăn khai vị, giòn giòn cùng chà bông chân nấm thơm ngon.",https://img-global.cpcdn.com/recipes/7e6c1319a0753c23/300x426cq80/n%E1%BA%A5m-tuy%E1%BA%BFt-tr%E1%BB%99n-cha-bong-n%E1%BA%A5m-chay-recipe-main-photo.jpg,30 phút,2 phần
208,Canh bí xanh nấu nấm khô,,https://img-global.cpcdn.com/recipes/9a9b866e0f78b924/300x426f0.511741_0.5_1.0q80/canh-bi-xanh-n%E1%BA%A5u-n%E1%BA%A5m-kho-recipe-main-photo.jpg,,4 người
209,Thịt Kho Tàu,Thịt kho tàu nấu theo kiểu này mình rất thích vì không bị lợn cợn hành tỏi mà thịt kho vẫn thơm. Nấu bằng nồi Slowcooker vừa tiết kiệm điện vừa không mất thời gian canh bếp nên rất là tiện. Thịt kho không cần để nước màu nhưng khi kho dùng nước...,https://img-global.cpcdn.com/recipes/719f402ca4e5697c/300x426f0.5_0.501436_1.0q80/th%E1%BB%8Bt-kho-tau-recipe-main-photo.jpg,,4-6 người
210,Bò xào súp lơ,"Đây là một món ăn hàng ngày. Đang mùa súp lơ, bông cải xanh nên lại càng tươi ngọt. Xào với thịt bò mềm ăn rất ngon nhé các bạn.",https://img-global.cpcdn.com/recipes/52920958444e15a8/300x426f0.490067_0.5_1.0q80/bo-xao-sup-l%C6%A1-recipe-main-photo.jpg,30 phút,4 người
211,Bánh tôm chiên khoai lang,Món ăn quê hương,https://img-global.cpcdn.com/recipes/1d8aa268d05d694a/300x426f0.5_0.5_1.0q80/banh-tom-chien-khoai-lang-recipe-main-photo.jpg,,
212,Tôm Sốt Bơ Tỏi,Món này cũng đơn giản và dễ làm mời cả nhà làm thử nhé 🥰,https://img-global.cpcdn.com/recipes/04c6c4ac6161e298/300x426f0.503902_0.470297_1.06316q80/tom-s%E1%BB%91t-b%C6%A1-t%E1%BB%8Fi-recipe-main-photo.jpg,30-40p,2 phần ăn
213,Đậu hũ sốt thịt xay tóp mỡ,,https://img-global.cpcdn.com/recipes/7fba89f0d0bcf28f/300x426f0.5_0.5_1.0q80/d%E1%BA%ADu-hu-s%E1%BB%91t-th%E1%BB%8Bt-xay-top-m%E1%BB%A1-recipe-main-photo.jpg,30 phút,3 người
214,Cơm gà xối mỡ giòn rụm,"Món này mình đã làm một lần với cách luộc qua gà trước khi chiên, tuy gà đảm bảo chín từ bên trong nhưng lại ít giòn. Mình đã tham khảo nhiều công thức để chọn ra cách hay hơn, vừa ngon vừa lên màu đẹp mà vẫn đảm bảo...",https://img-global.cpcdn.com/recipes/d4891d343677beaa/300x426f0.5_0.5_1.0q80/c%C6%A1m-ga-x%E1%BB%91i-m%E1%BB%A1-gion-r%E1%BB%A5m-recipe-main-photo.jpg,80 phút,3 người
215,Gà Nướng Muối Ớt,Món nuớng khá đơn giản mộc mạc mà nhà mình thích.,https://img-global.cpcdn.com/recipes/15c8fcce66b33fe7/300x426f0.471884_0.5_1.0q80/ga-n%C6%B0%E1%BB%9Bng-mu%E1%BB%91i-%E1%BB%9Bt-recipe-main-photo.jpg,30 phút,
217,Canh Bông Bí Cá Thác Lác,"Món canh ngon và đẹp, thanh nhẹ cá thác lác",https://img-global.cpcdn.com/recipes/8a3d25d8dec33fb6/300x426f0.496255_0.5_1.0q80/canh-bong-bi-ca-thac-lac-recipe-main-photo.jpg,20 phút,2 người
218,Cơm chiên kim chi,"Sau Tết còn dư nhiều thực phẩm như giò chả, thịt kho..., chỉ cần rang cơm cùng ít kim chi là xong một chảo cơm hấp dẫn và xử lý hết phần thức ăn còn dư mỗi thứ một ít",https://img-global.cpcdn.com/recipes/93940f90670680e3/300x426f0.5_0.5_1.0q80/c%C6%A1m-chien-kim-chi-recipe-main-photo.jpg,20 phút,3 người
219,"Chả cá, thịt và tóp mỡ sốt cà",Món vét tủ lạnh,https://img-global.cpcdn.com/recipes/c9760b7163d58bae/300x426f0.5_0.5_1.0q80/ch%E1%BA%A3-ca-th%E1%BB%8Bt-va-top-m%E1%BB%A1-s%E1%BB%91t-ca-recipe-main-photo.jpg,25 phút,4 người
220,Cá sát bụng kho tiêu,,https://img-global.cpcdn.com/recipes/0616ab53eed6c36a/300x426f0.5_0.5_1.0q80/ca-sat-b%E1%BB%A5ng-kho-tieu-recipe-main-photo.jpg,30 phút,4 người
221,Cá Mó Chiên Sả,"Cá mó vàng chiên sả đơn giản cho mâm cơm ngày mưa. Cá này thịt trắng mềm, em bé cũng thích.",https://img-global.cpcdn.com/recipes/fa10d763bd53fe9b/300x426f0.457693_0.5_1.0q80/ca-mo-chien-s%E1%BA%A3-recipe-main-photo.jpg,30 phút,3 người
222,Cá Kèo Kho Tiêu Với Thịt Ba Rọi,"Xưa nay, mỗi khi kho cá với thịt, chúng ta thường ướp gia vị từ đầu rồi bắc lên bếp kho. Điều này khiến cho đôi lúc, độ chín mềm và độ thấm gia vị của món ăn không đồng nhất (vì độ dai,...",https://img-global.cpcdn.com/recipes/1c66c0a153db7655/300x426f0.500306_0.5_1.0q80/ca-keo-kho-tieu-v%E1%BB%9Bi-th%E1%BB%8Bt-ba-r%E1%BB%8Di-recipe-main-photo.jpg,30 phút,5-6 người
224,Canh cà chua thịt xay tép khô,,https://img-global.cpcdn.com/recipes/267b92b597a4787a/300x426f0.5_0.5_1.0q80/canh-ca-chua-th%E1%BB%8Bt-xay-tep-kho-recipe-main-photo.jpg,15 phút,2 người
225,CHÁO huyết-da heo cuộn,"Là món cháo truyền thống của Việt Nam, phổ biến ở các quán ăn bình dân & vỉa hè ... Được nấu từ huyết heo, da heo, tôm khô rất hấp dẫn trong những ngày mưa gió",https://img-global.cpcdn.com/recipes/e0c323e46645b5b1/300x426f0.5_0.5_1.0q80/chao-huy%E1%BA%BFt-da-heo-cu%E1%BB%99n-recipe-main-photo.jpg,60 phút,5 người
227,Cơm chiên thập cẩm,,https://img-global.cpcdn.com/recipes/1f466b2b49037f3f/300x426f0.5_0.5_1.0q80/c%C6%A1m-chien-th%E1%BA%ADp-c%E1%BA%A9m-recipe-main-photo.jpg,15 phút,2 người
228,Cơm GÀ luộc,"Thơm ngon, đơn giản ... Đổi vị cho bữa ăn cơm gia đình Nguyên liệu: Thịt gà",https://img-global.cpcdn.com/recipes/59c9ee9407cb03b0/300x426f0.5_0.5_1.0q80/c%C6%A1m-ga-lu%E1%BB%99c-recipe-main-photo.jpg,30 phút,2 người
229,Cá nục hấp cuốn bánh tráng,Nào ngán cơm là mình ăn cuốn các loại.,https://img-global.cpcdn.com/recipes/4824739ee566468a/300x426f0.5_0.5_1.0q80/ca-n%E1%BB%A5c-h%E1%BA%A5p-cu%E1%BB%91n-banh-trang-recipe-main-photo.jpg,40ph,
230,Canh Rong Biển,,https://img-global.cpcdn.com/recipes/348eda53a77985d3/300x426f0.502029_0.5_1.0q80/canh-rong-bi%E1%BB%83n-recipe-main-photo.jpg,,
231,Canh Xương Heo Nấu Hành Lá,Tuần 36,https://img-global.cpcdn.com/recipes/8bdc16225d922b84/300x426f0.502029_0.5_1.0q80/canh-x%C6%B0%C6%A1ng-heo-n%E1%BA%A5u-hanh-la-recipe-main-photo.jpg,1 tiếng,2- 4 phần ăn
232,Canh thịt bò kim chi,,https://img-global.cpcdn.com/recipes/355090cdb7474605/300x426f0.5_0.501018_1.0q80/canh-th%E1%BB%8Bt-bo-kim-chi-recipe-main-photo.jpg,2 tiếng,3 phần ăn
233,Gà popcorn lúc lắc,Trước đây mình từng làm món bò lúc lắc nhưng đổi vị một chút là thay bò bằng gà.Gà có thể không tẩm bột cũng được nhưng sẽ không ngon bằng và gà rất dễ ra nước hơn bò nên mình áp dụng cách này để tăng hương vị hơn,https://img-global.cpcdn.com/recipes/e8d77ee6ddfd220c/300x426f0.5_0.500481_1.0q80/ga-popcorn-luc-l%E1%BA%AFc-recipe-main-photo.jpg,,
234,SP.1023 - Gà Xốt Cam Oregano,- Tuần 37: món ăn trưa,https://img-global.cpcdn.com/recipes/16651a93c31b077b/300x426f0.500659_0.5_1.0q80/sp1023-ga-x%E1%BB%91t-cam-oregano-recipe-main-photo.jpg,30p,2 người
235,Mực xào sa tế,"Thường nhà Jou chủ yếu là ăn đồ kho, nay Jou quyết tâm làm một món xào ngon ngon để mẹ về ăn. Mời mọi người xem cách làm Mực xào sa tế đơn giản dưới đây nhé !",https://img-global.cpcdn.com/recipes/fe2dee73a1a3ed56/300x426f0.49965_0.44453_1.5q80/m%E1%BB%B1c-xao-sa-t%E1%BA%BF-recipe-main-photo.jpg,1 tiếng,2 người
236,Canh bí xanh nấu mọc tép khô,,https://img-global.cpcdn.com/recipes/debada6a2ebc4c84/300x426f0.5_0.5_1.0q80/canh-bi-xanh-n%E1%BA%A5u-m%E1%BB%8Dc-tep-kho-recipe-main-photo.jpg,15 phút,2 người
237,Nấm đùi gà xào cà chua thịt xay,,https://img-global.cpcdn.com/recipes/e3f1a31e7dc93a20/300x426f0.5_0.5_1.0q80/n%E1%BA%A5m-dui-ga-xao-ca-chua-th%E1%BB%8Bt-xay-recipe-main-photo.jpg,25 phút,3 người
239,Gà hấp xì dầu nhanh gọn,Gà làm nhanh mà ăn ngon,https://img-global.cpcdn.com/recipes/6e4da4bc449030d5/300x426f0.5_0.500105_1.0q80/ga-h%E1%BA%A5p-xi-d%E1%BA%A7u-nhanh-g%E1%BB%8Dn-recipe-main-photo.jpg,30p,1 người
241,Cá cơm kho tiêu,Quốc khánh ở nhà nấu gì cho ck hao cơm ngày mưa,https://img-global.cpcdn.com/recipes/35e8d745845bc7e4/300x426f0.5_0.5_1.0q80/ca-c%C6%A1m-kho-tieu-recipe-main-photo.jpg,2 tiếng,2 người
242,Heo viên xốt gochujang,lạ miệng cùng với món heo viên xốt tương ớt hàn quốc nha mọi người oi,https://img-global.cpcdn.com/recipes/ad707363dacc2a64/300x426f0.5_0.500105_1.0q80/heo-vien-x%E1%BB%91t-gochujang-recipe-main-photo.jpg,30p,2-4 người
243,Cá Hú Kho Tiêu (Siêu Hao Cơm),"Cá hú là loại cá mỡ dễ mua, thịt mềm, dễ gỡ xương, kho tiêu nước sệt lại chan cơm ăn thì ôi thôi lủng nồi.",https://img-global.cpcdn.com/recipes/a62218220f7e7a64/300x426f0.527181_0.5_1.0q80/ca-hu-kho-tieu-sieu-hao-c%C6%A1m-recipe-main-photo.jpg,2 giờ,3 người
244,Xôi Bắp Gà Trứng Non,"Bé nhà mình khen món xôi này ngon quá. Phần vì hạt nếp Tú Lệ ráo dẻo, phần xôi có bắp ngọt bé thích. Gà rim ngũ vị mềm thơm, ăn kèm xá bấu nữa rất tuyệt. ngô ngọt, trứng non",https://img-global.cpcdn.com/recipes/c09b3c294f33260e/300x426f0.509097_0.5_1.0q80/xoi-b%E1%BA%AFp-ga-tr%E1%BB%A9ng-non-recipe-main-photo.jpg,3 tiếng,5 người
245,Gà xào ngô khoai tây sốt cay ngọt,Thêm một món nữa với khoai tây cho mọi người đổi bữa đây ạ. Nguyên liệu và cách làm đơn giản nhưng siêu ngon và bắt cơm luôn. Mời mọi người tham khảo nhé.,https://img-global.cpcdn.com/recipes/5313c3a146409936/300x426f0.5_0.517017_1.0q80/ga-xao-ngo-khoai-tay-s%E1%BB%91t-cay-ng%E1%BB%8Dt-recipe-main-photo.jpg,1 tiếng,4 người
246,Gỏi Xòai Xanh trộn khô cá lóc,xoài. Loại trái cây nhiệt đới thanh mát giải nhiệt. Nay Em thử lấy trái xoài làm gỏi .,https://img-global.cpcdn.com/recipes/22838e328823a373/300x426f0.5_0.437589_1.0q80/g%E1%BB%8Fi-xoai-xanh-tr%E1%BB%99n-kho-ca-loc-recipe-main-photo.jpg,,2 người
247,Bánh Dẻo Nhân Kem Trứng Muối,"Cách làm bánh dẻo trung thu nhân kem trứng muối dẻo, dạng bánh và dạng sợi Lưu ý loại bánh này nhân khá béo, nên tỉ lệ vỏ:nhân là 2:1 ăn đỡ ngán hơn. Hoặc trộn thêm nhân đậu xanh nhuyễn tỉ lệ trứng muối:đậu xanh 1:1 hoặc 2:1 sẽ...",https://img-global.cpcdn.com/recipes/986efdd2e965f358/300x426f0.5_0.450526_1.0q80/banh-d%E1%BA%BBo-nhan-kem-tr%E1%BB%A9ng-mu%E1%BB%91i-recipe-main-photo.jpg,30 phút,4 người
248,Nấm Đùi Gà Nhồi Chay,"Nấm đùi gà loại lớn, nhồi với đậu khuôn, nấm, món chay này thoạt nhìn cứ nghĩ là ""mực nhồi thịt"". (Tuần 24)",https://img-global.cpcdn.com/recipes/1c8ce44d546adbb0/300x426f0.5_0.5_1.0q80/n%E1%BA%A5m-dui-ga-nh%E1%BB%93i-chay-recipe-main-photo.jpg,60 phút,4 phần ăn
249,Canh Chua Cá Đuối,"Sau 3 ngày tết, đầy ấp mâm cỗ thì món canh chua là sự lựa chọn số 1 của nhà mình đó, không những giải ngán mà còn mang lại hương vị của sự mới mẻ cho những ngày qua. Bạn nhớ lưu lại làm thực đơn nhé!",https://img-global.cpcdn.com/recipes/0e38399564411d3e/300x426f0.5_0.501157_1.0q80/canh-chua-ca-du%E1%BB%91i-recipe-main-photo.jpg,30 phút,2-4 phần ăn
250,Ếch kho Singapore,Lạnh lạnh mà có một thố ếch kho thì quá đãaa. Cùng làm với mình nhé!!,https://img-global.cpcdn.com/recipes/44e6f240886bba73/300x426f0.505685_0.543491_1.25366q80/%E1%BA%BFch-kho-singapore-recipe-main-photo.jpg,,
252,Khóm xào tim gà,Món ăn cơm. Vị chua ngọt,https://img-global.cpcdn.com/recipes/5e65a77ad6a78abf/300x426f0.5_0.500105_1.0q80/khom-xao-tim-ga-recipe-main-photo.jpg,1 tiếng 30 phút,2 người
253,Tempeh Đậu Gà và Đậu Đen 🌱,"Sự kết hợp giữa đậu gà bùi ngậy và đậu đen dẻo thơm tạo nên loại tempeh siêu thực phẩm vô cùng ngon miệng, giúp đổi vị chống ngán hiệu quả cho thực đơn chay. Quá trình lên men tự nhiên giúp cấu trúc đậu mềm xốp, dễ thấm gia vị khi...",https://img-global.cpcdn.com/recipes/738165619fa84b5c/300x426f0.5_0.538143_1.0q80/tempeh-d%E1%BA%ADu-ga-va-d%E1%BA%ADu-den-recipe-main-photo.jpg,2 ngày,6 phần ăn
254,Cá chim chiên mắm tỏi,,https://img-global.cpcdn.com/recipes/c51f459870493fed/300x426cq80/ca-chim-chien-m%E1%BA%AFm-t%E1%BB%8Fi-recipe-main-photo.jpg,40 phút,4 người
255,Trứng Vịt Chiên Củ Cải Muối (Xá Bấu),"Món này là món tuổi thơ của mình, hồi nhỏ chỉ cần mẹ làm nhiêu đây là ăn hết tô cơm.",https://img-global.cpcdn.com/recipes/752ade245418a824/300x426cq80/tr%E1%BB%A9ng-v%E1%BB%8Bt-chien-c%E1%BB%A7-c%E1%BA%A3i-mu%E1%BB%91i-xa-b%E1%BA%A5u-recipe-main-photo.jpg,45 phút,2 phần ăn
256,Chả Trứng Chưng,Chả trứng chưng này công thức mình làm theo @HuynhPhat69 . Công thức của bạn rất vừa miệng và gia đình mình ai cũng thích nha. Mình lưu lại đây để cần thì làm theo cho dễ. Cảm ơn @HuynhPhat69 đã chia sẽ nha.,https://img-global.cpcdn.com/recipes/2c3abe5a8a0bc599/300x426f0.5_0.500724_1.0q80/ch%E1%BA%A3-tr%E1%BB%A9ng-ch%C6%B0ng-recipe-main-photo.jpg,,4 phần ăn
257,Thịt Bò Xay Hầm Rau Củ,Món Thịt Bò Xay Hầm Rau Củ này được mình làm lại từ món ăn của bạn bếp Ingrid Sánchez @Ingrid_RD đến từ Republic Dominica (link món ăn gốc: https://cookpad.com/vn/cong-thuc/15019503)....,https://img-global.cpcdn.com/recipes/0db6a1dfb2de66bc/300x426f0.500173_0.5_1.0q80/th%E1%BB%8Bt-bo-xay-h%E1%BA%A7m-rau-c%E1%BB%A7-recipe-main-photo.jpg,20 phút,2 người
260,Cánh gà rang me,"Cánh gà rang me chua chua ngọt ngọt , ăn với cơm là hết nồi",https://img-global.cpcdn.com/recipes/c8d31a2e1dc4fcd4/300x426cq80/canh-ga-rang-me-recipe-main-photo.jpg,1 tiếng,2 người
261,Cháo Thịt Băm Trứng Bắc Thảo,Bên mình trời bắt đầu lạnh nha. Món cháo bắc thảo này ăn vào ngày lạnh là đúng điệu nha.,https://img-global.cpcdn.com/recipes/ad7bd56e22c662b3/300x426f0.5_0.500569_1.0q80/chao-th%E1%BB%8Bt-bam-tr%E1%BB%A9ng-b%E1%BA%AFc-th%E1%BA%A3o-recipe-main-photo.jpg,,4 tô
262,Canh cá sơn thóc nấu ngọt,Đi chợ lâu lâu mới thấy cá sơn thóc tươi. Vậy là nấu luôn 1 nồi canh cá. Ôi hương vị quê nhà đây rồi.,https://img-global.cpcdn.com/recipes/cd98b2b15443a6b3/300x426f0.511697_0.5_1.0q80/canh-ca-s%C6%A1n-thoc-n%E1%BA%A5u-ng%E1%BB%8Dt-recipe-main-photo.jpg,30 phút,2 người
263,SP.0991 - Canh Cải Bẹ Xanh Nấu Thịt Bằm,"Tuần 1 Chủ đề ""30 ngày thanh lành"" mình chọn cách ăn EATCLEAN vì sẽ phù hợp với các thành viên trong nhà, ăn ""eatclean"" có nghĩa dùng các thực phẩm, nguyên liệu, gia vị hạn chế chứa phụ gia công...",https://img-global.cpcdn.com/recipes/7e3f66fbd9fdec72/300x426f0.500659_0.5_1.0q80/sp0991-canh-c%E1%BA%A3i-b%E1%BA%B9-xanh-n%E1%BA%A5u-th%E1%BB%8Bt-b%E1%BA%B1m-recipe-main-photo.jpg,15p,2 tô
264,Cà ri Gà nấu dễ,Gia đình không ăn rau gia vị nên không cho vào.,https://img-global.cpcdn.com/recipes/4df858979b20d2c6/300x426f0.5_0.500105_1.0q80/ca-ri-ga-n%E1%BA%A5u-d%E1%BB%85-recipe-main-photo.jpg,45 phút,3 người
265,Cá Muối Chiên Giòn (phiên bản ngâm nước mắm),"Thông thường, mỗi khi làm món Cá Muối Chiên Giòn, chúng ta sẽ thường ướp cá với muối rồi sau đó mang đi chiên. Với cách làm này, chúng ta khó có thể kiểm soát độ mặn của...",https://img-global.cpcdn.com/recipes/c0b848781780ebda/300x426f0.500306_0.5_1.0q80/ca-mu%E1%BB%91i-chien-gion-phien-b%E1%BA%A3n-ngam-n%C6%B0%E1%BB%9Bc-m%E1%BA%AFm-recipe-main-photo.jpg,Ướp: 20 phút - Chế biến: 20 phút,3-4 người
266,Phi lê cá rô phi chiên giòn,,https://img-global.cpcdn.com/recipes/8a52a27fa206228d/300x426cq80/phi-le-ca-ro-phi-chien-gion-recipe-main-photo.jpg,30 phút,4 người
267,Cá Chim Hấp,"Tết nhất ăn cá thay đổi cho đỡ ngán. Cá chim này trữ đông vẫn ngon nha, rã đông qua đêm trong tủ lạnh là được nè.",https://img-global.cpcdn.com/recipes/9706ddcf9bb005ea/300x426f0.517652_0.5_1.0q80/ca-chim-h%E1%BA%A5p-recipe-main-photo.jpg,20 phút,3 phần ăn
268,Canh bí đao hầm xương,,https://img-global.cpcdn.com/recipes/4371cceb03d43656/300x426f0.496722_0.5_1.0q80/canh-bi-dao-h%E1%BA%A7m-x%C6%B0%C6%A1ng-recipe-main-photo.jpg,40 phút,3 người
269,Mực chiên giòn sốt chua ngọt,,https://img-global.cpcdn.com/recipes/8ac54a782da2d5ce/300x426f0.5_0.5_1.0q80/m%E1%BB%B1c-chien-gion-s%E1%BB%91t-chua-ng%E1%BB%8Dt-recipe-main-photo.jpg,30 phút,2 người
270,Ba chỉ rô ti,"Hồi nhỏ đến Tết là má làm thịt ba chỉ rô ti cho ăn. Má nấu đơn giản có vài nguyên liệu thôi mà ngon lắm. Món này ăn kèm củ kiệu chua ngọt, nhắm bia, cuộn rau sống, cuốn bánh tráng hay ăn với cơm xôi đều ngon. Ăn kiểu gì cũng thấy hợp.",https://img-global.cpcdn.com/recipes/10ae458cb6fea4e9/300x426f0.505006_0.50011_1.00022q80/ba-ch%E1%BB%89-ro-ti-recipe-main-photo.jpg,30 phút,3 người
272,Vịt Quay Kho Cải Chua,"Vịt quay đám tiệc không ăn hết thì làm món này hao cơm ngọt nước lắm ạ, chua chua đỡ ngán nữa.",https://img-global.cpcdn.com/recipes/682a4671109ee0f7/300x426f0.486656_0.5_1.0q80/v%E1%BB%8Bt-quay-kho-c%E1%BA%A3i-chua-recipe-main-photo.jpg,1 giờ,3 phần ăn
273,Gỏi Ức Gà Rau Tiến Vua,"Phần ức gà (gà công nghiệp, gà ta) đều nạc quá nhiều người ngại ăn, nên trộn gỏi là lựa chọn hợp lý. Khi trộn gỏi, mình thường trộn thịt cho ngấm trước để riêng, rau củ trộn tô khác để 15 phút, rau ra nước nhiều nên chắt bỏ nước đó đi...",https://img-global.cpcdn.com/recipes/471a3fe9ae73339c/300x426cq80/g%E1%BB%8Fi-%E1%BB%A9c-ga-rau-ti%E1%BA%BFn-vua-recipe-main-photo.jpg,20 phút,2 phần
274,Trứng chiên thịt xay và nấm đùi gà,,https://img-global.cpcdn.com/recipes/c12dd471a059f3dc/300x426f0.5_0.5_1.0q80/tr%E1%BB%A9ng-chien-th%E1%BB%8Bt-xay-va-n%E1%BA%A5m-dui-ga-recipe-main-photo.jpg,20 phút,3 người
275,Canh rau ngót nấu cá rô,Cực kỳ ngon,https://img-global.cpcdn.com/recipes/7164ac873cd72d74/300x426f0.5_0.5_1.0q80/canh-rau-ngot-n%E1%BA%A5u-ca-ro-recipe-main-photo.jpg,30 phút,3 người ăn
276,Bún cá Nha Trang đơn giản,"Thường bún cá Nha Trang sẽ nấu nước súp bằng cá thu, cá ngừ, cá ồ, cá cờ...nhưng nay mua được mấy con cá chim trà tươi roi rói, mà chồng vắng nhà, nên mình nấu món yêu thích, miễn có cá biển tươi ngon là được.",https://img-global.cpcdn.com/recipes/deb73946446d1bfd/300x426f0.597776_0.5_1.0q80/bun-ca-nha-trang-d%C6%A1n-gi%E1%BA%A3n-recipe-main-photo.jpg,30 phút,1 phần ăn
277,Tôm sốt bơ tỏi,Tôm size vừa sẽ thấm gia vị hơn. Món này nhậu với bia cũng rất hợp. Bén mồi lắm đó.,https://img-global.cpcdn.com/recipes/6a02c0c22b156296/300x426f0.527209_0.5_1.0q80/tom-s%E1%BB%91t-b%C6%A1-t%E1%BB%8Fi-recipe-main-photo.jpg,30 phút,3 người
278,"Dạ dày, tai heo bóp chua","Dạ dày, tai heo bơp chua, món lai rai cùng Ông xã.",https://img-global.cpcdn.com/recipes/294bae63ab4206c3/300x426f0.5_0.568518_1.0q80/d%E1%BA%A1-day-tai-heo-bop-chua-recipe-main-photo.jpg,45 phút,4 phần
279,Chả Đậu Hũ Lòng Trắng Trứng,lòng trắng trứng Món tăng cơ giảm mỡ cho gymer,https://img-global.cpcdn.com/recipes/3647c765276476c1/300x426cq80/ch%E1%BA%A3-d%E1%BA%ADu-hu-long-tr%E1%BA%AFng-tr%E1%BB%A9ng-recipe-main-photo.jpg,20 phút,1 phần
280,Súp Măng Tây Trắng Nấm Tuyết Chay,"Súp và gỏi là 2 món thường được chọn làm khai vị trong buổi tiệc chay. Măng tây mềm, tuyết nhĩ giòn, nấu cùng đậu hũ mềm, nước dùng chay ngọt thanh từ rau củ. ngay 5",https://img-global.cpcdn.com/recipes/1cac80adf25f7bab/300x426cq80/sup-mang-tay-tr%E1%BA%AFng-n%E1%BA%A5m-tuy%E1%BA%BFt-chay-recipe-main-photo.jpg,30 phút,4 phần
281,Tacos bò băm,"Cả nhà nghiện món này lắm, ăn ngon và vẫn đủ chất dinh dưỡng.",https://img-global.cpcdn.com/recipes/6dddae938ad9b0d8/300x426cq80/tacos-bo-bam-recipe-main-photo.jpg,1 tiếng,5 phần ăn
282,Chân gà ngâm nước mắm,"Chân gà trắng trẻo, giòn sần sật phối cùng tiêu xanh và ớt đỏ đúng là cực phẩm để nhâm nhi cùng bạn bè.",https://img-global.cpcdn.com/recipes/ffdc63966b7488ec/300x426f0.5_0.500105_1.0q80/chan-ga-ngam-n%C6%B0%E1%BB%9Bc-m%E1%BA%AFm-recipe-main-photo.jpg,,
283,Gỏi đu đủ tôm thịt,"Nay trộn gỏi đu đủ có chút thay đổi, thay vì luộc thịt để trộn thì mình dùng thịt luộc ăn dư từ hôm trước, xào sợ thịt với xíu nước mắm, đường cho thấm vị rồi trộn gỏi.",https://img-global.cpcdn.com/recipes/cdf40f784ef2b484/300x426f0.5_0.5_1.0q80/g%E1%BB%8Fi-du-d%E1%BB%A7-tom-th%E1%BB%8Bt-recipe-main-photo.jpg,,2 phần ăn
284,Nấm đùi gà xào bơ tỏi,Món ăn chay dinh dưỡng và hao cơm,https://img-global.cpcdn.com/recipes/1c90a4717df163f9/300x426f0.5_0.501018_1.0q80/n%E1%BA%A5m-dui-ga-xao-b%C6%A1-t%E1%BB%8Fi-recipe-main-photo.jpg,20 phút,2 người
285,Rau cần nước nấu cá,"Mình mua cá rô phi, lọc phi lê để chiên, còn xương cá, đầu cá gỡ ra nấu rau cần, thành món canh cá rất ngon ạ!",https://img-global.cpcdn.com/recipes/985d0c1526517c7d/300x426cq80/rau-c%E1%BA%A7n-n%C6%B0%E1%BB%9Bc-n%E1%BA%A5u-ca-recipe-main-photo.jpg,30 phút,4 người
286,Bò sốt vang,"Bò sốt vang kiểu truyền thống, chỉ có thịt bò 🤤",https://img-global.cpcdn.com/recipes/a0ad384bc97eba2e/300x426f0.320387_0.492846_1.5q80/bo-s%E1%BB%91t-vang-recipe-main-photo.jpg,2 tiếng,4 người
287,Thịt bò băm xào,"Món này xào rất nhanh, để trộn cùng mì hay xào với nui đều hợp. Thay vì xào tỏi thì xào với đầu hành cũng rất thơm ngon",https://img-global.cpcdn.com/recipes/b67ed54e51c9c39a/300x426f0.5_0.5_1.0q80/th%E1%BB%8Bt-bo-bam-xao-recipe-main-photo.jpg,10 phút,2 người
288,Mì Ý sốt kem với thịt xông khói và bò xào,Món ngẫu hứng từ nguyên liệu vét tủ lạnh,https://img-global.cpcdn.com/recipes/4d95aca37fccde6e/300x426f0.5_0.5_1.0q80/mi-y-s%E1%BB%91t-kem-v%E1%BB%9Bi-th%E1%BB%8Bt-xong-khoi-va-bo-xao-recipe-main-photo.jpg,20 phút,1 người
289,"Canh khoai tím nấu xương heo, tôm nõn",tôm,https://img-global.cpcdn.com/recipes/e9d7559af6d6c3ce/300x426f0.465669_0.458596_1.12167q80/canh-khoai-tim-n%E1%BA%A5u-x%C6%B0%C6%A1ng-heo-tom-non-recipe-main-photo.jpg,30ph,3 người
291,Lưỡi heo luộc,,https://img-global.cpcdn.com/recipes/65c5dddaf809c06e/300x426f0.5_0.5_1.0q80/l%C6%B0%E1%BB%A1i-heo-lu%E1%BB%99c-recipe-main-photo.jpg,25 phút,3 người
