RecipeId,Title,Description,ImageUrl,Cooktime,Serving
1014,Lẩu bò,"Mỗi lần ăn lẩu bò mình lại muốn đi Đà Lạt, thời tiết trên đó mát lạnh, cả nhà lai rai bên cái lẩu thật thích. Nhóm 1: Khoai môn, Nhóm 2: Cải thảo, Nhóm 4: Bò",https://img-global.cpcdn.com/recipes/3b10baf29960a42f/300x426cq80/l%E1%BA%A9u-bo-recipe-main-photo.jpg,90 phút,5 người
1015,Miến trộn ức gà cải thìa,Một món với 3 nguyên liệu trong bảng thử thách Bingo game,https://img-global.cpcdn.com/recipes/2dea8aae7296c141/300x426cq80/mi%E1%BA%BFn-tr%E1%BB%99n-%E1%BB%A9c-ga-c%E1%BA%A3i-thia-recipe-main-photo.jpg,20 phút,2 người
1016,Bún cá chấm,,https://img-global.cpcdn.com/recipes/5411b1b8681307f5/300x426f0.5_0.500481_1.0q80/bun-ca-ch%E1%BA%A5m-recipe-main-photo.jpg,,
1017,Trứng cuộn rau củ,,https://img-global.cpcdn.com/recipes/b401517e6a51056b/300x426f0.5_0.503096_1.0q80/tr%E1%BB%A9ng-cu%E1%BB%99n-rau-c%E1%BB%A7-recipe-main-photo.jpg,20 phút,3 người
1018,Đầu cá măng nấu chua,"Cá măng hay còn gọi là cá nhồng, giống cá này to, thịt săn chắc và nạc, đầu cá măng nấu canh chua chỉ nó nhức nách giừn giựt thôi các bạn ạ!",https://img-global.cpcdn.com/recipes/9a10787a4510aad9/300x426cq80/d%E1%BA%A7u-ca-mang-n%E1%BA%A5u-chua-recipe-main-photo.jpg,45 phút,4 người
1019,Taco gà chiên giòn🌮🌮🌮,Bữa sáng nhanh gọn cho mấy ngày lười 😁😁😁,https://img-global.cpcdn.com/recipes/b22973dc11988f25/300x426cq80/taco-ga-chien-gion-recipe-main-photo.jpg,30 phút,1 người
1020,Nấm xào khế rau răm,"Ở miền Bắc, vào những ngày hè oi ả, món hến xào khế xanh là một lựa chọn thanh mát, giải nhiệt rất được ưa chuộng. Lấy cảm hứng từ món ăn này, mình đã thử biến tấu thành một phiên bản chay. Có người cho rằng cứ nấu thôi, không cần phải lấy ý tưởng từ món này hay món kia. Nhưng mình nghĩ, nếu không có ý tưởng đó, làm sao mình có thể sáng tạo ra nhiều món ăn chay thú vị? Quan trọng vẫn là nguyên liệu tươi ngon, không dùng thực phẩm công nghiệp – chỉ riêng điều đó thôi cũng đã đủ để một bữa ăn trở nên lành mạnh và ý nghĩa hơn. Bạn thử nghĩ mà xem, để có một đĩa hến xào khế, phải cần đến 1-2 kg hến. Trong khi đó, chỉ với 200g nấm, mình đã có thể tạo ra một món ăn tương tự mà không cần lấy đi sinh mạng của biết bao nhiêu con hến. Vậy thì tại sao lại không thử một lựa chọn nhẹ nhàng hơn cho cả cơ thể lẫn tâm hồn?",https://img-global.cpcdn.com/recipes/1a7431a3dc7759f2/300x426f0.444576_0.5_1.0q80/n%E1%BA%A5m-xao-kh%E1%BA%BF-rau-ram-recipe-main-photo.jpg,,
1021,Ớt chuông xào gà lúc lắc chua ngọt,,https://img-global.cpcdn.com/recipes/967993afbaad40b8/300x426cq80/%E1%BB%9Bt-chuong-xao-ga-luc-l%E1%BA%AFc-chua-ng%E1%BB%8Dt-recipe-main-photo.jpg,20 phút,2 người
1022,Nui xào tempeh đậu gà,"Nui xào cốt dừa trộn với bơ bạc nó ngậy béo như kem tươi vậy á! Xào xong băm nhỏ tempeh đậu gà rắc lên, nó không khác phô mai parmesan, ăn cuốn lắm luôn cả nhà ưi.",https://img-global.cpcdn.com/recipes/3c46ae7fb89d699e/300x426cq80/nui-xao-tempeh-d%E1%BA%ADu-ga-recipe-main-photo.jpg,20 phút,4 người
1023,Hồng trứng,"🍋🍎🍏🥭 Thu về rồi đấy, mùa thơm về rồi! mùa của cảm xúc, mùa của thị, na, bưởi, chuối trứng cuốc, hoa thiên lý thơm lừng góc chợ. Cơ mà mới gần trung thu Hải Phòng đã gánh chịu một cơn bão lớn, gần 50 năm sống trên đời mình mới chứng kiến cơn bão lớn thế, gây hậu quả đáng kể, làm thành phố thân yêu, thành phố của đời mình tan hoang, bơ phờ. Một tuần trôi qua rồi, đường xá đã phong quang hơn, các lực lượng quân, dân và chính quyền ra sức dọn dẹp đường phố, khắc phục sự cố điện, nước, mạng, mặt khác cũng hết sức ủng hộ nhân lực, vật lực cho các tỉnh vùng núi phía Bắc bị lũ lụt, từ chối không nhận 100 tỷ đồng hỗ trợ khắc phục hậu quả bão từ ngân sách mà nhường cho các tỉnh vùng núi phía Bắc... Người Hải Phòng là thế! Ăn sóng, nói gió, thẳng thắn, nói là làm, tư duy tích cực. Cuộc sống dần ổn định rồi! Sớm nay đi chợ mình đã thấy nhãn cuối mùa, na và hồng trứng. Giống hồng đặc trưng của mùa thu: đỏ lựng và chín ngọt. Thưởng thu thôi cả nhà ạ! Cuộc sống không tránh khỏi những khó khăn nên cần tận hưởng trong từng phút giây.🥰",https://img-global.cpcdn.com/recipes/67773ceecaf14f24/300x426cq80/h%E1%BB%93ng-tr%E1%BB%A9ng-recipe-main-photo.jpg,15 phút,4 người
1024,Cơm nắm cá ngừ rong biển,"Món này mình rất thích khi hồi đang là sinh viên. Mỗi lần deadline dí kèm thêm đi làm thêm nữa không có thời gian về trọ chỉ muốn nghỉ ngơi chứ không muốn nấu nướng gì mà suy nghĩ nếu đi ăn ngoài thì tốn tiền lắm, nên mình muốn chọn món gì làm vừa nhanh vừa tiết kiệm thời gian vừa tiết kiệm chi phí và rong biển trộn cơm trở thành món tủ của mình cho tới tận bây giờ ☺️☺️",https://img-global.cpcdn.com/recipes/bf10333d832b16f2/300x426cq80/c%C6%A1m-n%E1%BA%AFm-ca-ng%E1%BB%AB-rong-bi%E1%BB%83n-recipe-main-photo.jpg,,
1025,Tai heo phá lấu,Món này dùng với cơm hoặc bánh mì đều ngon,https://img-global.cpcdn.com/recipes/45b1affe4cd040de/300x426cq80/tai-heo-pha-l%E1%BA%A5u-recipe-main-photo.jpg,60 phút,2 người
1026,Đậu phụ tẩm hành,,https://img-global.cpcdn.com/recipes/f19ba49bb0a1da74/300x426cq80/d%E1%BA%ADu-ph%E1%BB%A5-t%E1%BA%A9m-hanh-recipe-main-photo.jpg,,
1027,Miến xào mề gà,,https://img-global.cpcdn.com/recipes/eb4073cb5aec224c/300x426cq80/mi%E1%BA%BFn-xao-m%E1%BB%81-ga-recipe-main-photo.jpg,30 phút,4-5 người
1028,SP.0838 - Mì Bò Xào Sốt Tiêu Đen,Nay có thử thách này nên mình đã làm ra được dĩa mì bò xào rau củ thật trọn vị ^^,https://img-global.cpcdn.com/recipes/5109f290ebe8c88c/300x426f0.49838_0.49982_1.0q80/sp0838-mi-bo-xao-s%E1%BB%91t-tieu-den-recipe-main-photo.jpg,30p,4 người
1029,Rau Tiến Vua Xào Heo Rừng,,https://img-global.cpcdn.com/recipes/d043d5f11f2d27e7/300x426f0.502029_0.5_1.0q80/rau-ti%E1%BA%BFn-vua-xao-heo-r%E1%BB%ABng-recipe-main-photo.jpg,15 phút,2 phần ăn
1030,Bí ngòi nhồi thịt bò bỏ lò,Món của người Trung cận Đông,https://img-global.cpcdn.com/recipes/dce2bee81ad05672/300x426cq80/bi-ngoi-nh%E1%BB%93i-th%E1%BB%8Bt-bo-b%E1%BB%8F-lo-recipe-main-photo.jpg,1 tiếng,4 người
1031,Canh cà chua nấu thịt xay thì là,Món canh đơn giản mà ngon,https://img-global.cpcdn.com/recipes/84dc9b6f8aef73cb/300x426f0.5_0.5_1.0q80/canh-ca-chua-n%E1%BA%A5u-th%E1%BB%8Bt-xay-thi-la-recipe-main-photo.jpg,15 phút,2 người
1032,"Cơm Chiên Gà, Đậu Que, Ngô Mỹ, Cà Rốt Và Đậu Hà Lan","Đây là món ăn quốc dân mà ngày nào còn dư cơm nguội. Làm cực nhanh lại đủ rau củ, và tinh bột",https://img-global.cpcdn.com/recipes/650884780eee9b2e/300x426f0.5_0.501343_1.0q80/c%C6%A1m-chien-ga-d%E1%BA%ADu-que-ngo-m%E1%BB%B9-ca-r%E1%BB%91t-va-d%E1%BA%ADu-ha-lan-recipe-main-photo.jpg,30p,2 người
1033,SP.0825 - Canh Sườn Heo Su Su,( tháng 4 ) Đã bước vào đỉnh điểm của mùa nóng rồi nên mình thường nấu các loại canh để cả nhà uống cho mát. Thường khi nấu canh mình nấu đủ lửa để cả nhà uống được ngon miệng và mình đó giờ rất thích uống canh hơn là ăn cái vì những chất ngọt của thịt và rau củ được tiết ra hoà với nước nên uống nước canh sẽ đem lại nhiều dưỡng chất hơn. Còn về phần thịt hoặc rau củ quả nấu chung vẫn ăn được chứ không bỏ đi vì các dưỡng chất vẫn còn trong đó.,https://img-global.cpcdn.com/recipes/6090a5ddc7b2c493/300x426f0.5213_0.5_1.0q80/sp0825-canh-s%C6%B0%E1%BB%9Dn-heo-su-su-recipe-main-photo.jpg,45p,4 người
1034,Cơm sườn nướng với lá cờ mini trang trí,Món cơm sườn nướng kèm cà chua bi và xoài tạo hình lá cờ dùng kèm (Trang trí hình cờ Việt Nam),https://img-global.cpcdn.com/recipes/b81f59065fbe187b/300x426f0.5_0.5_1.0q80/c%C6%A1m-s%C6%B0%E1%BB%9Dn-n%C6%B0%E1%BB%9Bng-v%E1%BB%9Bi-la-c%E1%BB%9D-mini-trang-tri-recipe-main-photo.jpg,90 phút,4 người
1035,Đùi Gà Rút Xương Xào Húng Quế,"Món ăn tuần này là một kết hợp giữa sự mềm mại, đậm đà của đùi gà rút xương và hương thơm nồng nàn đặc trưng của lá Húng Quế tươi. Sự kết hợp này sẽ đánh thức mọi giác quan. Để giữ trọn độ ngọt tự nhiên, đùi gà rút xương cần được tẩm ướp vừa miệng, xào nhanh tay trên lửa lớn, quyện cùng húng quế thơm lừng. Cùng với sự điểm xuyến chút hương vị của gừng, ớt, tất cả sẽ tạo nên một món ăn đậm chất Á Đông nhưng vẫn mang hơi thở hiện đại.",https://img-global.cpcdn.com/recipes/9c0453142cd26fa3/300x426f0.500306_0.5_1.0q80/dui-ga-rut-x%C6%B0%C6%A1ng-xao-hung-qu%E1%BA%BF-recipe-main-photo.jpg,Chuẩn bị: 15 phút - Chế biến: 10 phút,Cho 4 người
1036,Cá diêu hồng sốt cam sành,"Cá diêu hồng sốt cam sành giòn thơm, chua chua, ngọt ngọt, hấp dẫn, lạ miệng, đưa cơm 😋",https://img-global.cpcdn.com/recipes/eb0c351d445c1db5/300x426f0.5_0.5_1.0q80/ca-dieu-h%E1%BB%93ng-s%E1%BB%91t-cam-sanh-recipe-main-photo.jpg,40 phút,4 người
1037,Bông cải trắng hấp trứng,"Nếu bạn cần một món ăn thanh đạm sau những ngày detox thì đây là món thích hợp nhen! Mình làm món này hơi bị fail vì khi hấp xong đã đến giờ ăn, nên không chờ được nguội để gỡ khuôn mà gỡ luôn nên món hấp bị vỡ. Tuy nhiên, không ảnh hưởng đến chất lượng nha!",https://img-global.cpcdn.com/recipes/4fd1575f237b4205/300x426cq80/bong-c%E1%BA%A3i-tr%E1%BA%AFng-h%E1%BA%A5p-tr%E1%BB%A9ng-recipe-main-photo.jpg,30 phút,2 người
1038,Bắp cải cuộn thịt sốt cà chua,Mình thấy món cabbage rolls bên âu mỹ thấy có thể hợp khẩu vị mình. Nên mình biến tấu lại,https://img-global.cpcdn.com/recipes/532a57f5921fb712/300x426cq80/b%E1%BA%AFp-c%E1%BA%A3i-cu%E1%BB%99n-th%E1%BB%8Bt-s%E1%BB%91t-ca-chua-recipe-main-photo.jpg,25 phút,4 người
1039,Bò Xào Nấm Kim Châm,,https://img-global.cpcdn.com/recipes/0943270eabd7d719/300x426f0.5_0.5_1.0q80/bo-xao-n%E1%BA%A5m-kim-cham-recipe-main-photo.jpg,15 phút,2 người
1040,Cơm chiên trứng xúc xích,Nay em nấu lại món cơm chiên trứng xúc xích của chị Châu @cook_DAOBICHCHAU1980 . Em có thay đổi 1 chút về khẩu phần và gia vị nêm nếm để phù hợp với gia đình ạ 😍,https://img-global.cpcdn.com/recipes/c9d1a31a371f97a9/300x426cq80/c%C6%A1m-chien-tr%E1%BB%A9ng-xuc-xich-recipe-main-photo.jpg,30 phút,4 người
1041,Trứng luộc sốt cay tạo hình cây thông Noel,,https://img-global.cpcdn.com/recipes/76a5f441b7d75486/300x426cq80/tr%E1%BB%A9ng-lu%E1%BB%99c-s%E1%BB%91t-cay-t%E1%BA%A1o-hinh-cay-thong-noel-recipe-main-photo.jpg,20 phút,3 người
1042,Thịt kho kim chi,,https://img-global.cpcdn.com/recipes/e36caed4ff14776c/300x426cq80/th%E1%BB%8Bt-kho-kim-chi-recipe-main-photo.jpg,60 phút,2 người
1043,Canh cải ngọt bò viên,"Nông trại tuần 4: cải ngọt, mồng tơi và chim cút",https://img-global.cpcdn.com/recipes/1680cf080096529f/300x426cq80/canh-c%E1%BA%A3i-ng%E1%BB%8Dt-bo-vien-recipe-main-photo.jpg,15 phút,3 người
1044,Sandwich trứng phomai,,https://img-global.cpcdn.com/recipes/4a4d056a74da2f33/300x426cq80/sandwich-tr%E1%BB%A9ng-phomai-recipe-main-photo.jpg,,3 phần ăn
1045,Canh chua tôm,,https://img-global.cpcdn.com/recipes/de0981cc4c2f0499/300x426cq80/canh-chua-tom-recipe-main-photo.jpg,20 phút,3 người
1046,"Canh tôm nấu rau muống, nấm đùi gà",,https://img-global.cpcdn.com/recipes/5c3d12e877244908/300x426f0.5_0.5_1.0q80/canh-tom-n%E1%BA%A5u-rau-mu%E1%BB%91ng-n%E1%BA%A5m-dui-ga-recipe-main-photo.jpg,30 phút,4 người
1047,Lá mơ lông cuốn đậu hũ,"Theo khoa học hiện đại, lá mơ có chứa nhiều hoạt chất hóa học có lợi đối với khỏe của con người. Lá mơ rất giàu beta-carotene, vitamin C, các axit amin quan trọng. Theo Đông y, lá mơ có tính mát, giúp chống lại vi khuẩn, giảm đau, tiêu độc ở dạ dày. Đợt này cái bao tử của tôi bắt đầu có hiện tượng bất thường, mọi người trong nhà “ép” ăn lá mơ để chữa bao tử. Thấy mọi người lách cách đi hái nên ráng ăn kẻo uổng công người hái. Và tôi đã chế ra cách này để ăn lá mơ một cách “ngon nghẻ” hơn. Nên các bạn bị đau bao tử, mà sợ ăn lá mơ sống thì có thể áp dụng cách này. Rất dễ ăn đấy.",https://img-global.cpcdn.com/recipes/54c90bf83a899ea1/300x426f0.5_0.455661_1.0q80/la-m%C6%A1-long-cu%E1%BB%91n-d%E1%BA%ADu-hu-recipe-main-photo.jpg,,
1048,Ba chỉ ớt chuông xiên que nướng,,https://img-global.cpcdn.com/recipes/3c47bbf86e921f3d/300x426f0.442675_0.5_1.0q80/ba-ch%E1%BB%89-%E1%BB%9Bt-chuong-xien-que-n%C6%B0%E1%BB%9Bng-recipe-main-photo.jpg,,
1049,Canh tôm khô củ cải,,https://img-global.cpcdn.com/recipes/0ad4e0f74100c202/300x426cq80/canh-tom-kho-c%E1%BB%A7-c%E1%BA%A3i-recipe-main-photo.jpg,30 phút,2 người
1050,Trứng gà non xào bí nụ,"Xin chào mọi người đến với series nấu ăn ngon - nhanh cùng Chin Chin🌷. Mình không có nhiều thời gian dành cho bếp nên mọi món sẽ đều làm nhanh nhất có thể. Công thức làm theo chị Bòn Bon nhưng rút ngắn công đoạn để phù hợp với công việc của mình hơn, mời mọi người cùng làm ạ",https://img-global.cpcdn.com/recipes/1ec1fe2317966704/300x426f0.487573_0.5_1.0q80/tr%E1%BB%A9ng-ga-non-xao-bi-n%E1%BB%A5-recipe-main-photo.jpg,15p,2 người
1051,Mì phá lấu tai mũi heo và kim chi,"Trong một buổi tối đi ăn đêm cháo trắng với phá lấu tai mũi heo thì mình thấy thèm món phá lấu này quá nên đã quyết định về nhà làm món này!!! Thành công mỹ mãn và được mọi người yêu thích, từ tây đến ta. Món này cũng siêu dễ mà lại siêu ngon, mời cả nhà làm thử hen!",https://img-global.cpcdn.com/recipes/c34972b5094ba73c/300x426cq80/mi-pha-l%E1%BA%A5u-tai-mui-heo-va-kim-chi-recipe-main-photo.jpg,80 phút,8-10 tô
1052,Canh chua cá lóc đồng nấu bông điên điển,"Canh chua cá lóc đồng nấu bông điên điển chua thanh,thơm ngon cho bữa cơm gia đình thêm tròn vị.",https://img-global.cpcdn.com/recipes/38cf7d3fa392c268/300x426cq80/canh-chua-ca-loc-d%E1%BB%93ng-n%E1%BA%A5u-bong-dien-di%E1%BB%83n-recipe-main-photo.jpg,1 tiếng,4 người
1053,Trứng CÚT lộn xào me,"Là món ăn vặt đường phố được rất nhiều người yêu thích ... & còn là món lai rai uống bia cùng bạn bè của mấy anh trai nữa nè, hao mồi lắm đó",https://img-global.cpcdn.com/recipes/e6ea1b944a630786/300x426cq80/tr%E1%BB%A9ng-cut-l%E1%BB%99n-xao-me-recipe-main-photo.jpg,30 phút,2 người
1054,"Salad ức gà, bơ lạc",,https://img-global.cpcdn.com/recipes/4bcff989f6e29afa/300x426cq80/salad-%E1%BB%A9c-ga-b%C6%A1-l%E1%BA%A1c-recipe-main-photo.jpg,60 phút,4 người dùng
1055,Đậu phụ sốt cà chua,cái món ăn dân dã mà ngon này sẽ kbh biết chán đúng k mn,https://img-global.cpcdn.com/recipes/81c2c2a3a9ae8d50/300x426cq80/d%E1%BA%ADu-ph%E1%BB%A5-s%E1%BB%91t-ca-chua-recipe-main-photo.jpg,,
1056,"Bún nấu gan, mề và trứng non gà","Đi bách hóa xanh có bán 1 hộp gan, mề, và trứng non gà nên về nấu thử với bún xem như nào, trước giờ nấu với miến. Ăn vị vẫn ngon và thơm!",https://img-global.cpcdn.com/recipes/0be7e2e1f5d4cce6/300x426cq80/bun-n%E1%BA%A5u-gan-m%E1%BB%81-va-tr%E1%BB%A9ng-non-ga-recipe-main-photo.jpg,15 phút,2 người
1057,Cháo ớt chuông súp lơ 🥦 thịt gà,,https://img-global.cpcdn.com/recipes/d5fc2a0a2710f775/300x426cq80/chao-%E1%BB%9Bt-chuong-sup-l%C6%A1-th%E1%BB%8Bt-ga-recipe-main-photo.jpg,,
1058,Gỏi gà măng cụt,"Món này mình làm vào mùa măng cụt năm ngoái, khi cơn sốt món này được đẩy lên thành hot trend. Là một món đặc sản của vùng đất Bình Dương, gỏi gà măng cụt kết hợp vị chua cay mặn ngọt vừa đủ, thêm độ giòn ngọt của măng cụt tạo nên một món ăn vô cùng hấp dẫn. Sẵn có khế nhà trồng nên mình thêm vào luôn, rất hợp và ngon",https://img-global.cpcdn.com/recipes/79b6067911f7490d/300x426cq80/g%E1%BB%8Fi-ga-mang-c%E1%BB%A5t-recipe-main-photo.jpg,60 phút,4 người
1059,Canh rau ngót nấu chay,"Trong 100 gram lá rau ngót tươi, thành phần dinh dưỡng cơ bản như sau (theo Viện Dinh dưỡng Việt Nam và một số nguồn y học uy tín): • Năng lượng: khoảng 36–40 kcal • Chất đạm (protein): 5.7–6.0 gram • Chất béo: 0.3 gram • Carbohydrate: khoảng 3.4 gram • Chất xơ: 2.4 gram Các vitamin và khoáng chất nổi bật: • Canxi: 169 mg • Phốt pho: 64 mg • Sắt: 2.7 mg • Vitamin A (dưới dạng beta-caroten): khoảng 5,200–6,000 mcg • Vitamin C: khoảng 185 mg • Vitamin B1: 0.08 mg • Vitamin B2: 0.13 mg • Vitamin PP (niacin): 1.1 mg Rau ngót đặc biệt giàu vitamin A, C và chất sắt, phù hợp với người thiếu máu, cần tăng sức đề kháng, hoặc hỗ trợ phục hồi sau ốm. Đây cũng là loại rau có lượng protein thực vật khá cao so với nhiều loại rau khác, rất phù hợp cho chế độ ăn chay.",https://img-global.cpcdn.com/recipes/89d424739c78060d/300x426f0.451585_0.5_1.0q80/canh-rau-ngot-n%E1%BA%A5u-chay-recipe-main-photo.jpg,,4 người
1060,Miến Dong Gà Ta(Ức Gà) Nấu Với Măng Khô Đặc Sản Tây Bắc,"Món Miến Dong Gà Ta Nấu Với Măng Khô Đặc Sản Tây Bắc nấu theo ct của bạn bếp @Emilys_pallete15 .Cả nhà ai cũng thích,gà ta dai ngon,ngọt thịt,miến dong Phia Đén mùi thơm ngọt của miến dong nguyên chất,sợi miến mềm, thơm, dai, vị ngọt mát kết hợp với măng khô đặc sản Tây Bắc( Sơn La) có vị giòn giòn sật,ngọt thơm tạo nên một món ăn rất ngon,bổ dưỡng và hấp dẫn .❤❤❤",https://img-global.cpcdn.com/recipes/0df06785379f2f6b/300x426cq80/mi%E1%BA%BFn-dong-ga-ta%E1%BB%A9c-ga-n%E1%BA%A5u-v%E1%BB%9Bi-mang-kho-d%E1%BA%B7c-s%E1%BA%A3n-tay-b%E1%BA%AFc-recipe-main-photo.jpg,1 tiếng 30 phút,4 người
1061,Gà nấu xáo,", công thức bù tháng 3 Món này ăn cực kỳ đưa cơm luôn ấy, hầu như về quê đợt nào cũng ăn, gà mình làm là gà nhà nuôi, thường gà công nghiệp nấu sẽ khá bở, gà nhà chọn gà chắc thịt nấu đưa cơm lắm ạ",https://img-global.cpcdn.com/recipes/9280f2abe4b15ce2/300x426f0.5_0.56875_1.0q80/ga-n%E1%BA%A5u-xao-recipe-main-photo.jpg,30 phút,3 người
1062,💚 Trứng Ngâm Nước Tương & Sốt Ớt Gochujang,Món trứng ngâm với phần nước tương được pha thêm sốt Gochujang vị cay cay thơm ngon đậm đà.,https://img-global.cpcdn.com/recipes/d1337b884ddb892c/300x426cq80/tr%E1%BB%A9ng-ngam-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-s%E1%BB%91t-%E1%BB%9Bt-gochujang-recipe-main-photo.jpg,8 giờ,6 trứng
1063,Pâté gan gà với bánh mì,"Xin chào, lại là mình đây. Ở chỗ mình không có pate gan để ăn bánh mì nên mình tự làm luôn hihi. Vì là lần đầu làm nên còn nhiều sai sót, mọi người góp ý cho mình nha! Thành phẩm của mình mềm, thơm mùi gan. Pate để được trong tủ lạnh 1 tuần nha. Nếu bạn muốn pate mềm thì cho nhiều gan, pate có lợn cợn thì cho nhiều thịt xay.",https://img-global.cpcdn.com/recipes/f176e333c1cdde03/300x426f0.484269_0.5_1.0q80/pate-gan-ga-v%E1%BB%9Bi-banh-mi-recipe-main-photo.jpg,2 tiếng 30 phút,4 người
1064,Canh cải bó xôi tôm bằm,,https://img-global.cpcdn.com/recipes/2b7c326de3fd02ad/300x426cq80/canh-c%E1%BA%A3i-bo-xoi-tom-b%E1%BA%B1m-recipe-main-photo.jpg,30 phút,
1065,Cá bống kho tiêu,"Cá bống kho tiêu đậm đà , thơm ngon, đưa cơm cho bữa cơm gia đình 😋",https://img-global.cpcdn.com/recipes/35112a6f4c93ca4b/300x426cq80/ca-b%E1%BB%91ng-kho-tieu-recipe-main-photo.jpg,35 phút,4 người
1066,Nấm hầu thủ tiềm thuốc bắc,"Món này ăn dưỡng bệnh rất tốt, bổ khí và huyết. Tuần 7: nấm hầu thủ",https://img-global.cpcdn.com/recipes/c04f573edda3eb60/300x426f0.570182_0.5_1.0q80/n%E1%BA%A5m-h%E1%BA%A7u-th%E1%BB%A7-ti%E1%BB%81m-thu%E1%BB%91c-b%E1%BA%AFc-recipe-main-photo.jpg,,4-5 người
1067,Bò/bê luộc chấm tương bần,"Tương Bần hay Tương làng Bần là tên gọi một loại tương được sản xuất tại Thị trấn Bần Yên Nhân, Mỹ Hào, Hưng Yên, Việt Nam. Đây được đánh giá là một trong những loại tương ngon của đất nước Việt Nam, đặc trưng cho ẩm thực vùng Đồng bằng Bắc Bộ. Tương được làm từ gạo nếp, đỗ tương, muối. Để làm tương phải qua các bước và ủ lên men, phơi nắng ít nhất 2 tháng. Tương bần được ứng dụng nhiều trong bữa cơm của các gia đình đồng bằng Bắc bộ, chủ yếu trong các món kho, xaò. Hay đơn giản nhất là gia vị chấm tạo lên cái hồn của món ăn.",https://img-global.cpcdn.com/recipes/59c6c78cfb887ab2/300x426cq80/bobe-lu%E1%BB%99c-ch%E1%BA%A5m-t%C6%B0%C6%A1ng-b%E1%BA%A7n-recipe-main-photo.jpg,30 phút - 1 tiếng,2- 3 người
1068,Thịt chân giò kho trứng,,https://img-global.cpcdn.com/recipes/04ca96bec3f66e4f/300x426cq80/th%E1%BB%8Bt-chan-gio-kho-tr%E1%BB%A9ng-recipe-main-photo.jpg,60 phút,3 người
1069,Cá Mắm Sốt Cà Chua (chua ngọt),,https://img-global.cpcdn.com/recipes/6082e4aa64bbc001/300x426f0.5_0.500105_1.0q80/ca-m%E1%BA%AFm-s%E1%BB%91t-ca-chua-chua-ng%E1%BB%8Dt-recipe-main-photo.jpg,15-20p,
1070,Đậu Que Xào Trứng Muối,"Protein trong công thức đầu tiên mình đăng lên Cookpad là trứng muối. Mới đó mà đã 7 năm mình gia nhập cộng đồng nấu ăn đáng yêu này. Nhớ lần đó món snack khoai tây sốt trứng muối được nhập khẩu từ Sing về khá mắc, tò mò muốn biết vị thế nào nên mình xem công thức rồi làm thử, đăng lên lưu lại để lần sau làm tiếp. Món đậu que xào trứng muối thì rất bùi béo, thơm mùi hành tỏi phi và trứng muối, dùng ăn cơm gia đình rất ngon.",https://img-global.cpcdn.com/recipes/f5945f962f830463/300x426f0.5_0.51653_1.0q80/d%E1%BA%ADu-que-xao-tr%E1%BB%A9ng-mu%E1%BB%91i-recipe-main-photo.jpg,20 phút,4 phần ăn
1071,Làm TÀO PHỚ từ đậu gà,"Đậu gà chứa đạm cao & chất xơ giúp no lâu, giảm cholesterol, tiểu đường ... Nên là sự lựa chọn tốt cho người bệnh tuyến giáp kiêng đậu nành & người dị ứng với gluten",https://img-global.cpcdn.com/recipes/f0ac733ebff5c102/300x426f0.5_0.5_1.0q80/lam-tao-ph%E1%BB%9B-t%E1%BB%AB-d%E1%BA%ADu-ga-recipe-main-photo.jpg,30 phút,5 người
1072,Bò lúc lắc,,https://img-global.cpcdn.com/recipes/ef423f4f2f3f9975/300x426cq80/bo-luc-l%E1%BA%AFc-recipe-main-photo.jpg,30',1 - 2 người
1073,Đậu hũ và thịt vai xay sốt cà chua,Món này vừa đơn giản vừa ngon khi dùng với cơm,https://img-global.cpcdn.com/recipes/6c65be571e0b56fa/300x426f0.5_0.5_1.0q80/d%E1%BA%ADu-hu-va-th%E1%BB%8Bt-vai-xay-s%E1%BB%91t-ca-chua-recipe-main-photo.jpg,20 phút,3 người
1074,Đậu nhồi thịt tẩm hành lá,"nhà có gì làm nấy, nếu có nước mắm và hạt tiêu xay thì chắc sẽ ngon hơn nữa. món ngon dễ làm chúc các bạn thành công, cho mình 1 ❤️ nhé",https://img-global.cpcdn.com/recipes/cf5d15398b2107ae/300x426f0.5_0.512789_1.0q80/d%E1%BA%ADu-nh%E1%BB%93i-th%E1%BB%8Bt-t%E1%BA%A9m-hanh-la-recipe-main-photo.jpg,15p,1 bìa đậu
1075,Tai Heo Rau Tiến Vua Ngâm Chua Ngọt,"Mình học được mẹo làm tai heo không nhớt khi ngâm và cách sơ chế rau tiến vua sao cho xanh giòn hết mùi rau khô. Món này tai và rau tiến vua, cà rốt đều giòn sần sật ăn rất ngon. Màu xanh lá và cam cũng rất đẹp nữa. Cả nhà làm thử nha.",https://img-global.cpcdn.com/recipes/37e47e5008f05ed2/300x426cq80/tai-heo-rau-ti%E1%BA%BFn-vua-ngam-chua-ng%E1%BB%8Dt-recipe-main-photo.jpg,6 giờ,3 người
1076,Vịt nấu khóm,,https://img-global.cpcdn.com/recipes/1aeccc594366dbc6/300x426cq80/v%E1%BB%8Bt-n%E1%BA%A5u-khom-recipe-main-photo.jpg,60 phút,4 người
